"","species","cluster","Endemism","Occ.Ri","Occ.Di","Occ.Ai","Occ.Fi","Occ.IndVal","Occ.DilVal","Ri","Di","Ai","Fi","IndVal","DilVal"
"Calyx kerguelensis","Calyx kerguelensis","2",TRUE,4,4,0.0493827160493827,1,0.0493827160493827,0,31715.3493091602,31715.3493091602,0.0488316352012959,1,0.0488316352012959,0
"Adagnesia charcoti","Adagnesia charcoti","3",FALSE,3,4,0.0588235294117647,0.75,0.0441176470588235,0.0147058823529412,36593.5535106847,46407.4278209741,0.0616652813157617,0.788527941084165,0.0486247973122935,0.0130404840034683
"Polymastia invaginata","Polymastia invaginata","2",TRUE,4,4,0.0493827160493827,1,0.0493827160493827,0,31225.8133807561,31225.8133807561,0.0480779042667654,1,0.0480779042667654,0
"Horastrea indica","Horastrea indica","1",TRUE,19,19,0.0458937198067633,1,0.0458937198067633,0,221802.457624436,221802.457624436,0.0478506083794152,1,0.0478506083794152,0
"Bathylasma corolliforme","Bathylasma corolliforme","2",TRUE,4,4,0.0493827160493827,1,0.0493827160493827,0,30895.1726449792,30895.1726449792,0.0475688218147716,1,0.0475688218147716,0
"Montipora foliosa","Montipora foliosa","1",TRUE,19,19,0.0458937198067633,1,0.0458937198067633,0,218916.778694056,218916.778694056,0.0472280657174213,1,0.0472280657174213,0
"Rhynchocidaris triplopora","Rhynchocidaris triplopora","2",TRUE,4,4,0.0493827160493827,1,0.0493827160493827,0,30559.789838424,30559.789838424,0.0470524380693856,1,0.0470524380693856,0
"Caulastraea connata","Caulastraea connata","1",TRUE,18,18,0.0434782608695652,1,0.0434782608695652,0,216818.045979084,216818.045979084,0.0467752950929981,1,0.0467752950929981,0
"Pleuractis moluccensis","Pleuractis moluccensis","1",TRUE,18,18,0.0434782608695652,1,0.0434782608695652,0,216815.727692422,216815.727692422,0.0467747949568483,1,0.0467747949568483,0
"Lobophyllia erythraea","Lobophyllia erythraea","1",TRUE,18,18,0.0434782608695652,1,0.0434782608695652,0,216570.750433007,216570.750433007,0.0467219447268389,1,0.0467219447268389,0
"Pseudosiderastrea tayamai","Pseudosiderastrea tayamai","1",TRUE,18,18,0.0434782608695652,1,0.0434782608695652,0,216357.779450624,216357.779450624,0.0466759993789678,1,0.0466759993789678,0
"Millepora tenera","Millepora tenera","1",TRUE,18,18,0.0434782608695652,1,0.0434782608695652,0,216348.43485902,216348.43485902,0.0466739834211733,1,0.0466739834211733,0
"Octacnemus ingolfi","Octacnemus ingolfi","3",FALSE,3,4,0.0588235294117647,0.75,0.0441176470588235,0.0147058823529412,36757.3506285659,48825.4909377432,0.0619413024829847,0.752831152797516,0.046631342154045,0.0153099603289397
"Platygyra crosslandi","Platygyra crosslandi","1",TRUE,18,18,0.0434782608695652,1,0.0434782608695652,0,215495.445882062,215495.445882062,0.0464899636320081,1,0.0464899636320081,0
"Lobophyllia ishigakiensis","Lobophyllia ishigakiensis","1",TRUE,18,18,0.0434782608695652,1,0.0434782608695652,0,215495.445882062,215495.445882062,0.0464899636320081,1,0.0464899636320081,0
"Acanthella cavernosa","Acanthella cavernosa","1",TRUE,18,18,0.0434782608695652,1,0.0434782608695652,0,214890.33108403,214890.33108403,0.0463594190405038,1,0.0463594190405038,0
"Pectinia africana","Pectinia africana","1",TRUE,18,18,0.0434782608695652,1,0.0434782608695652,0,214877.104707366,214877.104707366,0.0463565656448434,1,0.0463565656448434,0
"Favites paraflexuosus","Favites paraflexuosus","1",TRUE,18,18,0.0434782608695652,1,0.0434782608695652,0,214364.898139074,214364.898139074,0.0462460646333975,1,0.0462460646333975,0
"Jaffaia jaffaensis","Jaffaia jaffaensis","1",TRUE,20,20,0.0483091787439614,1,0.0483091787439614,0,213512.896837881,213512.896837881,0.0460622579207093,1,0.0460622579207093,0
"Herdmania momus","Herdmania momus","1",TRUE,20,20,0.0483091787439614,1,0.0483091787439614,0,213085.077358203,213085.077358203,0.0459699621788206,1,0.0459699621788206,0
"Pachyseris rugosa","Pachyseris rugosa","1",TRUE,18,18,0.0434782608695652,1,0.0434782608695652,0,209360.344616937,209360.344616937,0.045166406034181,1,0.045166406034181,0
"Coscinaraea crassa","Coscinaraea crassa","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,205022.465107826,205022.465107826,0.0442305725190311,1,0.0442305725190311,0
"Alveopora catalai","Alveopora catalai","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,204971.764545176,204971.764545176,0.0442196346205335,1,0.0442196346205335,0
"Porites australiensis","Porites australiensis","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,204945.841925946,204945.841925946,0.0442140421978246,1,0.0442140421978246,0
"Siderastrea savignyana","Siderastrea savignyana","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,204923.85586468,204923.85586468,0.0442092990294272,1,0.0442092990294272,0
"Alveopora daedalea","Alveopora daedalea","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,204855.167425849,204855.167425849,0.0441944805119865,1,0.0441944805119865,0
"Stylophora subseriata","Stylophora subseriata","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,204652.947447622,204652.947447622,0.044150854534672,1,0.044150854534672,0
"Pocillopora indiania","Pocillopora indiania","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,204593.284623928,204593.284623928,0.0441379831605585,1,0.0441379831605585,0
"Goniopora albiconus","Goniopora albiconus","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,204546.155908353,204546.155908353,0.0441278158353784,1,0.0441278158353784,0
"Leptastrea aequalis","Leptastrea aequalis","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,204542.584061278,204542.584061278,0.0441270452620609,1,0.0441270452620609,0
"Oxypora echinata","Oxypora echinata","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,204542.584061277,204542.584061277,0.0441270452620608,1,0.0441270452620608,0
"Favites colemani","Favites colemani","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,204373.008101838,204373.008101838,0.0440904617502611,1,0.0440904617502611,0
"Seriatopora guttata","Seriatopora guttata","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,204259.165939329,204259.165939329,0.0440659019830087,1,0.0440659019830087,0
"Leptoseris glabra","Leptoseris glabra","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,204204.261821276,204204.261821276,0.0440540572294405,1,0.0440540572294405,0
"Micromussa lordhowensis","Micromussa lordhowensis","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,202942.631904834,202942.631904834,0.043781879185527,1,0.043781879185527,0
"Letepsammia formosissima","Letepsammia formosissima","1",TRUE,18,18,0.0434782608695652,1,0.0434782608695652,0,200388.053962352,200388.053962352,0.0432307666775341,1,0.0432307666775341,0
"Stephanocyathus (Acinocyathus) explanans","Stephanocyathus (Acinocyathus) explanans","1",TRUE,17,17,0.0410628019323672,1,0.0410628019323672,0,200014.922957961,200014.922957961,0.0431502691674679,1,0.0431502691674679,0
"Psammocora stellata","Psammocora stellata","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,193623.195651413,193623.195651413,0.0417713482867466,1,0.0417713482867466,0
"Isopora cuneata","Isopora cuneata","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,193514.085825482,193514.085825482,0.0417478094513031,1,0.0417478094513031,0
"Acanthastrea rotundoflora","Acanthastrea rotundoflora","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,193044.999298747,193044.999298747,0.0416466109527507,1,0.0416466109527507,0
"Goniastrea columella","Goniastrea columella","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,192997.870583173,192997.870583173,0.0416364436275707,1,0.0416364436275707,0
"Astreopora suggesta","Astreopora suggesta","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,192997.870583173,192997.870583173,0.0416364436275707,1,0.0416364436275707,0
"Goniopora planulata","Goniopora planulata","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,192888.255200323,192888.255200323,0.0416127957256796,1,0.0416127957256796,0
"Lithophyllon scabra","Lithophyllon scabra","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,192877.70161677,192877.70161677,0.0416105189457061,1,0.0416105189457061,0
"Oxypora crassispinosa","Oxypora crassispinosa","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,192568.690099274,192568.690099274,0.0415438542690981,1,0.0415438542690981,0
"Goniastrea thecata","Goniastrea thecata","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,192568.690099274,192568.690099274,0.041543854269098,1,0.041543854269098,0
"Mycedium mancaoi","Mycedium mancaoi","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,192517.989536624,192517.989536624,0.0415329163706004,1,0.0415329163706004,0
"Styela tenuibranchia","Styela tenuibranchia","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,24613.0843162717,24613.0843162717,0.041476506728659,1,0.041476506728659,0
"Molguloides longirecta","Molguloides longirecta","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,24613.0843162717,24613.0843162717,0.041476506728659,1,0.041476506728659,0
"Chondrocladia (Chondrocladia) gracilis","Chondrocladia (Chondrocladia) gracilis","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,24609.4354012074,24609.4354012074,0.0414703577938782,1,0.0414703577938782,0
"Himantozoum (Himantozoum) macilentum","Himantozoum (Himantozoum) macilentum","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,24594.8439422417,24594.8439422417,0.0414457691345214,1,0.0414457691345214,0
"Chondrocladia (Chondrocladia) dichotoma","Chondrocladia (Chondrocladia) dichotoma","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,24591.1950271778,24591.1950271778,0.0414396201997412,1,0.0414396201997412,0
"Platygyra contorta","Platygyra contorta","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,191969.694747803,191969.694747803,0.04141462985792,1,0.04141462985792,0
"Porites annae","Porites annae","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,191966.361808861,191966.361808861,0.0414139108255081,1,0.0414139108255081,0
"Micromussa amakusensis","Micromussa amakusensis","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,191870.655779126,191870.655779126,0.041393263661372,1,0.041393263661372,0
"Acanthastrea subechinata","Acanthastrea subechinata","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,191759.797541925,191759.797541925,0.0413693476319882,1,0.0413693476319882,0
"Montipora nodosa","Montipora nodosa","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,191494.456787306,191494.456787306,0.0413121042782744,1,0.0413121042782744,0
"Cladorhiza nematophora","Cladorhiza nematophora","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,24492.7802775996,24492.7802775996,0.0412737775133622,1,0.0412737775133622,0
"Anomastraea irregularis","Anomastraea irregularis","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,191002.027222608,191002.027222608,0.0412058698636193,1,0.0412058698636193,0
"Umbellula durissima","Umbellula durissima","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,24449.0723904552,24449.0723904552,0.0412001235798713,1,0.0412001235798713,0
"Leptoseris explanata","Leptoseris explanata","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,189828.294536374,189828.294536374,0.0409526543505332,1,0.0409526543505332,0
"Primnoeides sertularoides","Primnoeides sertularoides","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,26592.556097747,26592.556097747,0.0409441493384442,1,0.0409441493384442,0
"Flabellum magnificum","Flabellum magnificum","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,189560.998686413,189560.998686413,0.0408949892138395,1,0.0408949892138395,0
"Sinularia brassica","Sinularia brassica","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,189203.061881299,189203.061881299,0.0408177696281346,1,0.0408177696281346,0
"Himantozoum (Himantozoum) inflatum","Himantozoum (Himantozoum) inflatum","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,24213.2425730025,24213.2425730025,0.0408027171888352,1,0.0408027171888352,0
"Flabellum (Flabellum) magnificum","Flabellum (Flabellum) magnificum","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,187853.366729595,187853.366729595,0.0405265928087814,1,0.0405265928087814,0
"Caryophyllia grandis","Caryophyllia grandis","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,187092.670929834,187092.670929834,0.0403624839111612,1,0.0403624839111612,0
"Liothyrella moseleyi","Liothyrella moseleyi","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,25752.0945463165,25752.0945463165,0.0396501036232259,1,0.0396501036232259,0
"Truncatoflabellum australiensis","Truncatoflabellum australiensis","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,183711.57591953,183711.57591953,0.0396330625379067,1,0.0396330625379067,0
"Primnoisis (Primnoisis) antarctica","Primnoisis (Primnoisis) antarctica","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,25598.5023633056,25598.5023633056,0.039413620102977,1,0.039413620102977,0
"Acanthogorgia ramosissima","Acanthogorgia ramosissima","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,25442.2345665789,25442.2345665789,0.0391730169814699,1,0.0391730169814699,0
"Eumorphometra hirsuta","Eumorphometra hirsuta","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,25442.2345665789,25442.2345665789,0.0391730169814699,1,0.0391730169814699,0
"Cellaria malvinensis","Cellaria malvinensis","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,25442.2345665789,25442.2345665789,0.0391730169814699,1,0.0391730169814699,0
"Osthimosia pustulata","Osthimosia pustulata","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,25442.2345665789,25442.2345665789,0.0391730169814699,1,0.0391730169814699,0
"Ctenella chagius","Ctenella chagius","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,181503.804998197,181503.804998197,0.0391567685289058,1,0.0391567685289058,0
"Porites nodifera","Porites nodifera","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,181482.004086659,181482.004086659,0.0391520653038312,1,0.0391520653038312,0
"Stylaraea punctata","Stylaraea punctata","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,181216.99975752,181216.99975752,0.039094894528952,1,0.039094894528952,0
"Pavona danai","Pavona danai","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,181176.907936258,181176.907936258,0.0390862453099173,1,0.0390862453099173,0
"Flabellum (Ulocyathus) hoffmeisteri","Flabellum (Ulocyathus) hoffmeisteri","1",TRUE,16,16,0.0386473429951691,1,0.0386473429951691,0,181061.636770959,181061.636770959,0.0390613772563924,1,0.0390613772563924,0
"Acanthastrea pachysepta","Acanthastrea pachysepta","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,181020.404774094,181020.404774094,0.0390524820612904,1,0.0390524820612904,0
"Platygyra carnosa","Platygyra carnosa","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,180922.575495868,180922.575495868,0.0390313768376127,1,0.0390313768376127,0
"Favites spinosa","Favites spinosa","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,180864.050476184,180864.050476184,0.0390187509279303,1,0.0390187509279303,0
"Astreopora expansa","Astreopora expansa","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,180698.466228548,180698.466228548,0.0389830285690697,1,0.0389830285690697,0
"Porites monticulosa","Porites monticulosa","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,180591.224290195,180591.224290195,0.0389598927028177,1,0.0389598927028177,0
"Porites latistellata","Porites latistellata","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,180591.224290195,180591.224290195,0.0389598927028177,1,0.0389598927028177,0
"Montipora maeandrina","Montipora maeandrina","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,180591.224290195,180591.224290195,0.0389598927028177,1,0.0389598927028177,0
"Goniopora paliformis","Goniopora paliformis","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,180544.09557462,180544.09557462,0.0389497253776376,1,0.0389497253776376,0
"Haliclona (Gellius) glacialis","Haliclona (Gellius) glacialis","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,25121.8500080098,25121.8500080098,0.0386797258076705,1,0.0386797258076705,0
"Chondrocladia (Chondrocladia) fatimae","Chondrocladia (Chondrocladia) fatimae","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,24968.1683778384,24968.1683778384,0.0384431045670051,1,0.0384431045670051,0
"Xestospongia testudinaria","Xestospongia testudinaria","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,177424.054528536,177424.054528536,0.0382766225463034,1,0.0382766225463034,0
"Leiosalpinx inornata","Leiosalpinx inornata","2",FALSE,4,5,0.0493827160493827,0.8,0.0395061728395062,0.00987654320987654,32998.9107393927,43849.1617444254,0.0508079149801683,0.752555109986519,0.0382357560460863,0.012572158934082
"Haliclona (Flagellia) flagellifera","Haliclona (Flagellia) flagellifera","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,24801.556928362,24801.556928362,0.0381865754825582,1,0.0381865754825582,0
"Notoplites flandrini","Notoplites flandrini","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,22620.5802004412,22620.5802004412,0.0381188572238185,1,0.0381188572238185,0
"Spongionella pulchella","Spongionella pulchella","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,24488.9298559875,24488.9298559875,0.0377052283908573,1,0.0377052283908573,0
"Parastenella spinosa","Parastenella spinosa","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,24450.9868913836,24450.9868913836,0.0376468081922358,1,0.0376468081922358,0
"Haliclona pedunculata","Haliclona pedunculata","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,24330.0306599805,24330.0306599805,0.0374605737443784,1,0.0374605737443784,0
"Artemisina apollinis","Artemisina apollinis","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,24168.5452974185,24168.5452974185,0.0372119372170581,1,0.0372119372170581,0
"Clathria (Clathria) terraenovae","Clathria (Clathria) terraenovae","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,24166.0053770595,24166.0053770595,0.0372080265407732,1,0.0372080265407732,0
"Raspailia (Raspaxilla) phakellina","Raspailia (Raspaxilla) phakellina","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,24166.0053770594,24166.0053770594,0.037208026540773,1,0.037208026540773,0
"Chaperiopsis cristata","Chaperiopsis cristata","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,24145.6920597218,24145.6920597218,0.03717675043871,1,0.03717675043871,0
"Pseudosuberites sulcatus","Pseudosuberites sulcatus","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,24004.5200144974,24004.5200144974,0.0369593900134528,1,0.0369593900134528,0
"Amphilectus rugosus","Amphilectus rugosus","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,24004.5200144974,24004.5200144974,0.0369593900134528,1,0.0369593900134528,0
"Alveopora allingi","Alveopora allingi","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,171168.678967806,171168.678967806,0.03692711754339,1,0.03692711754339,0
"Craterastrea levis","Craterastrea levis","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,169304.821766935,169304.821766935,0.0365250178464378,1,0.0365250178464378,0
"Goniastrea minuta","Goniastrea minuta","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,169290.234511091,169290.234511091,0.0365218708611693,1,0.0365218708611693,0
"Blastomussa loyae","Blastomussa loyae","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,169250.142689829,169250.142689829,0.0365132216421345,1,0.0365132216421345,0
"Disporella cookae","Disporella cookae","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,21647.7766951875,21647.7766951875,0.0364795465786003,1,0.0364795465786003,0
"Dipsastraea faviaformis","Dipsastraea faviaformis","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,169042.938965015,169042.938965015,0.03646852049501,1,0.03646852049501,0
"Echinophyllia echinoporoides","Echinophyllia echinoporoides","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,169042.938965015,169042.938965015,0.03646852049501,1,0.03646852049501,0
"Pocillopora ligulata","Pocillopora ligulata","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,169042.938965015,169042.938965015,0.03646852049501,1,0.03646852049501,0
"Lobophyllia flabelliformis","Lobophyllia flabelliformis","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,168945.109686789,168945.109686789,0.0364474152713323,1,0.0364474152713323,0
"Favites stylifera","Favites stylifera","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,168945.109686789,168945.109686789,0.0364474152713323,1,0.0364474152713323,0
"Leptoseris solida","Leptoseris solida","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,168945.109686789,168945.109686789,0.0364474152713323,1,0.0364474152713323,0
"Montipora stilosa","Montipora stilosa","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,168566.629765541,168566.629765541,0.0363657638113573,1,0.0363657638113573,0
"Cycloseris curvata","Cycloseris curvata","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,168566.629765541,168566.629765541,0.0363657638113572,1,0.0363657638113572,0
"Echinopora forskaliana","Echinopora forskaliana","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,168566.629765541,168566.629765541,0.0363657638113572,1,0.0363657638113572,0
"Porites columnaris","Porites columnaris","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,168566.629765541,168566.629765541,0.0363657638113572,1,0.0363657638113572,0
"Montipora circumvallata","Montipora circumvallata","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,168491.311237252,168491.311237252,0.0363495149499176,1,0.0363495149499176,0
"Caulophacus (Caulophacus) latus","Caulophacus (Caulophacus) latus","4",FALSE,1,2,0.0769230769230769,0.5,0.0384615384615385,0.0384615384615385,8532.83412110193,17065.6682422038,0.0724933553380588,0.500000000000001,0.0362466776690295,0.0362466776690294
"Aulocalyx irregularis","Aulocalyx irregularis","4",FALSE,1,2,0.0769230769230769,0.5,0.0384615384615385,0.0384615384615385,8532.83412110193,17065.6682422038,0.0724933553380588,0.500000000000001,0.0362466776690295,0.0362466776690294
"Alveopora gigas","Alveopora gigas","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,167868.595445393,167868.595445393,0.0362151732036312,1,0.0362151732036312,0
"Tropiometra carinata","Tropiometra carinata","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,167802.542578934,167802.542578934,0.0362009232720519,1,0.0362009232720519,0
"Cinachyra antarctica","Cinachyra antarctica","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,23507.458832897,23507.458832897,0.0361940725623969,1,0.0361940725623969,0
"Figularia philomela","Figularia philomela","2",FALSE,5,8,0.0617283950617284,0.625,0.0385802469135802,0.0231481481481481,41375.4770637681,73481.1591593795,0.0637051852263206,0.56307599848861,0.0358708607802123,0.0278343244461083
"Caberea darwinii","Caberea darwinii","2",FALSE,5,8,0.0617283950617284,0.625,0.0385802469135802,0.0231481481481481,41055.0925051989,72424.9366998111,0.063211894052521,0.566864044015187,0.0358325498924716,0.0273793441600494
"Stephanocyathus (Acinocyathus) spiniger","Stephanocyathus (Acinocyathus) spiniger","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,165981.649937401,165981.649937401,0.0358080925449978,1,0.0358080925449978,0
"Chaperiopsis galeata","Chaperiopsis galeata","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,23159.6619503619,23159.6619503619,0.0356585750552893,1,0.0356585750552893,0
"Sarcophyton glaucum","Sarcophyton glaucum","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,165252.576348985,165252.576348985,0.0356508056730095,1,0.0356508056730095,0
"Comatella stelligera","Comatella stelligera","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,164982.305070205,164982.305070205,0.0355924986314393,1,0.0355924986314393,0
"Tessaradoma boreale","Tessaradoma boreale","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,21063.7030777427,21063.7030777427,0.0354953004348546,1,0.0354953004348546,0
"Steginocellaria mirabilis","Steginocellaria mirabilis","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,21063.7030777427,21063.7030777427,0.0354953004348546,1,0.0354953004348546,0
"Fungiacyathus stephanus","Fungiacyathus stephanus","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,162455.946447756,162455.946447756,0.0350474740254746,1,0.0350474740254746,0
"Montipora spumosa","Montipora spumosa","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,162018.655947779,162018.655947779,0.0349531350506653,1,0.0349531350506653,0
"Botrylloides leachii","Botrylloides leachii","1",TRUE,15,15,0.036231884057971,1,0.036231884057971,0,161985.200242789,161985.200242789,0.0349459174758258,1,0.0349459174758258,0
"Bugula longissima","Bugula longissima","2",TRUE,3,3,0.037037037037037,1,0.037037037037037,0,22648.4779605012,22648.4779605012,0.0348715129337186,1,0.0348715129337186,0
"Flabellum (Flabellum) lamellulosum","Flabellum (Flabellum) lamellulosum","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,161200.488758685,161200.488758685,0.0347766275485685,1,0.0347766275485685,0
"Cornucopina novissima","Cornucopina novissima","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,20609.1251981837,20609.1251981837,0.0347292728115809,1,0.0347292728115809,0
"Farciminellum hexagonum","Farciminellum hexagonum","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,20493.8725654521,20493.8725654521,0.0345350559253279,1,0.0345350559253279,0
"Flabellum (Flabellum) pavoninum","Flabellum (Flabellum) pavoninum","1",TRUE,14,14,0.0338164251207729,1,0.0338164251207729,0,159539.425938254,159539.425938254,0.0344182777477352,1,0.0344182777477352,0
"Chondrocladia clavata","Chondrocladia clavata","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,20309.8440741739,20309.8440741739,0.0342249420501757,1,0.0342249420501757,0
"Chondrocladia (Chondrocladia) clavata","Chondrocladia (Chondrocladia) clavata","3",TRUE,2,2,0.0392156862745098,1,0.0392156862745098,0,20309.8440741739,20309.8440741739,0.0342249420501757,1,0.0342249420501757,0
"Lamellodysidea herbacea","Lamellodysidea herbacea","1",TRUE,13,13,0.0314009661835749,1,0.0314009661835749,0,157140.207316332,157140.207316332,0.0339006817214162,1,0.0339006817214162,0
"Madracis kirbyi","Madracis kirbyi","1",TRUE,13,13,0.0314009661835749,1,0.0314009661835749,0,157018.344440361,157018.344440361,0.0338743916035495,1,0.0338743916035495,0
"Seriatopora stellata","Seriatopora stellata","1",TRUE,13,13,0.0314009661835749,1,0.0314009661835749,0,157018.344440361,157018.344440361,0.0338743916035495,1,0.0338743916035495,0
"Stylophora wellsi","Stylophora wellsi","1",TRUE,13,13,0.0314009661835749,1,0.0314009661835749,0,157018.344440361,157018.344440361,0.0338743916035495,1,0.0338743916035495,0
"Porites harrisoni","Porites harrisoni","1",TRUE,13,13,0.0314009661835749,1,0.0314009661835749,0,157018.344440361,157018.344440361,0.0338743916035495,1,0.0338743916035495,0
"Echinopora robusta","Echinopora robusta","1",TRUE,13,13,0.0314009661835749,1,0.0314009661835749,0,157018.344440361,157018.344440361,0.0338743916035495,1,0.0338743916035495,0
"Montipora saudii","Montipora saudii","1",TRUE,13,13,0.0314009661835749,1,0.0314009661835749,0,157018.344440361,157018.344440361,0.0338743916035495,1,0.0338743916035495,0
