"","species","cluster","Endemism","Occ.Ri","Occ.Di","Occ.Ai","Occ.Fi","Occ.IndVal","Occ.DilVal","Ri","Di","Ai","Fi","IndVal","DilVal"
"Plicatellopsis antarctica","Plicatellopsis antarctica","2",TRUE,16,16,0.197530864197531,1,0.197530864197531,0,127289.438721257,127289.438721257,0.195985589691073,1,0.195985589691073,0
"Astrotoma agassizii","Astrotoma agassizii","2",FALSE,17,18,0.209876543209877,0.944444444444444,0.198216735253772,0.0116598079561043,134408.901738586,144092.057390856,0.206947317323407,0.932798824393187,0.193040214310598,0.0139071030128091
"Fungiacyathus (Bathyactis) marenzelleri","Fungiacyathus (Bathyactis) marenzelleri","4",TRUE,3,3,0.230769230769231,1,0.230769230769231,0,22227.9085706022,22227.9085706022,0.188844134499881,1,0.188844134499881,0
"Umbellula magniflora","Umbellula magniflora","4",TRUE,3,3,0.230769230769231,1,0.230769230769231,0,22227.908570602,22227.908570602,0.18884413449988,1,0.18884413449988,0
"Bathydorus laevis","Bathydorus laevis","4",TRUE,2,2,0.153846153846154,1,0.153846153846154,0,20677.2772361583,20677.2772361583,0.175670262052487,1,0.175670262052487,0
"Umbellula lindahli","Umbellula lindahli","4",FALSE,6,14,0.461538461538462,0.428571428571429,0.197802197802198,0.263736263736264,53752.5120266742,142265.723762295,0.456671241859294,0.377831782703236,0.172544909420998,0.284126332438296
"Stylocordyla borealis","Stylocordyla borealis","2",FALSE,15,16,0.185185185185185,0.9375,0.173611111111111,0.0115740740740741,119316.181120734,127849.015241836,0.183709287679723,0.933258507271554,0.171448255591899,0.0122610320878242
"Plesiastrea versipora","Plesiastrea versipora","1",TRUE,67,67,0.161835748792271,1,0.161835748792271,0,764029.804904047,764029.804904047,0.164828160049372,1,0.164828160049372,0
"Styela calva","Styela calva","3",TRUE,8,8,0.156862745098039,1,0.156862745098039,0,97163.988510533,97163.988510533,0.163734978170786,1,0.163734978170786,0
"Serpula narconensis","Serpula narconensis","2",TRUE,13,13,0.160493827160494,1,0.160493827160494,0,105856.425340085,105856.425340085,0.162985508862967,1,0.162985508862967,0
"Pemphixina pyxidata","Pemphixina pyxidata","2",TRUE,13,13,0.160493827160494,1,0.160493827160494,0,103383.223114949,103383.223114949,0.159177557461909,1,0.159177557461909,0
"Pocillopora damicornis","Pocillopora damicornis","1",TRUE,61,61,0.147342995169082,1,0.147342995169082,0,708555.299229466,708555.299229466,0.15286035376577,1,0.15286035376577,0
"Pocillopora verrucosa","Pocillopora verrucosa","1",TRUE,59,59,0.142512077294686,1,0.142512077294686,0,695720.648475474,695720.648475474,0.150091467192134,1,0.150091467192134,0
"Fungia fungites","Fungia fungites","1",TRUE,57,57,0.13768115942029,1,0.13768115942029,0,676160.746392405,676160.746392405,0.145871706849796,1,0.145871706849796,0
"Favites abdita","Favites abdita","1",TRUE,57,57,0.13768115942029,1,0.13768115942029,0,668003.925248029,668003.925248029,0.144111993010821,1,0.144111993010821,0
"Cnemidocarpa platybranchia","Cnemidocarpa platybranchia","3",TRUE,7,7,0.137254901960784,1,0.137254901960784,0,85081.6030003575,85081.6030003575,0.143374460266098,1,0.143374460266098,0
"Columnella delicatissima","Columnella delicatissima","3",TRUE,7,7,0.137254901960784,1,0.137254901960784,0,84044.6585173976,84044.6585173976,0.141627063057683,1,0.141627063057683,0
"Pavona varians","Pavona varians","1",TRUE,55,55,0.132850241545894,1,0.132850241545894,0,651727.239738732,651727.239738732,0.140600538212881,1,0.140600538212881,0
"Galaxea fascicularis","Galaxea fascicularis","1",TRUE,55,55,0.132850241545894,1,0.132850241545894,0,651154.380079926,651154.380079926,0.140476952191862,1,0.140476952191862,0
"Goniastrea pectinata","Goniastrea pectinata","1",TRUE,55,55,0.132850241545894,1,0.132850241545894,0,650015.385009747,650015.385009747,0.140231230807019,1,0.140231230807019,0
"Favites pentagona","Favites pentagona","1",TRUE,55,55,0.132850241545894,1,0.132850241545894,0,648699.098223121,648699.098223121,0.139947261349618,1,0.139947261349618,0
"Leptopenus discus","Leptopenus discus","4",TRUE,2,2,0.153846153846154,1,0.153846153846154,0,15918.1527702817,15918.1527702817,0.13523763484957,1,0.13523763484957,0
"Porites lutea","Porites lutea","1",TRUE,53,53,0.128019323671498,1,0.128019323671498,0,626384.488730905,626384.488730905,0.135133213519004,1,0.135133213519004,0
"Platygyra daedalea","Platygyra daedalea","1",TRUE,53,53,0.128019323671498,1,0.128019323671498,0,623146.301707734,623146.301707734,0.134434622435909,1,0.134434622435909,0
"Cyphastrea microphthalma","Cyphastrea microphthalma","1",TRUE,52,52,0.1256038647343,1,0.1256038647343,0,618590.212117541,618590.212117541,0.133451713314627,1,0.133451713314627,0
"Columnella magna","Columnella magna","3",FALSE,8,9,0.156862745098039,0.888888888888889,0.139433551198257,0.0174291938997821,88831.0181325861,99780.3081062952,0.14969275178788,0.890266023612144,0.133266370897756,0.0164263808901244
"Umbellula carpenteri","Umbellula carpenteri","4",TRUE,2,2,0.153846153846154,1,0.153846153846154,0,15602.9857775481,15602.9857775481,0.132560035300487,1,0.132560035300487,0
"Malakosaria sinclairii","Malakosaria sinclairii","2",TRUE,11,11,0.135802469135802,1,0.135802469135802,0,85658.6219350417,85658.6219350417,0.131887261824027,1,0.131887261824027,0
"Lobophyllia hemprichii","Lobophyllia hemprichii","1",TRUE,51,51,0.123188405797101,1,0.123188405797101,0,602937.526205408,602937.526205408,0.13007487722503,1,0.13007487722503,0
"Bathystyeloides enderbyanus","Bathystyeloides enderbyanus","3",FALSE,8,10,0.156862745098039,0.8,0.125490196078431,0.0313725490196078,93688.8153962842,116504.871187426,0.15787882299721,0.804162216063597,0.126960184170949,0.0309186388262613
"Cladorhiza moruliformis","Cladorhiza moruliformis","4",TRUE,2,2,0.153846153846154,1,0.153846153846154,0,14770.6372983596,14770.6372983596,0.125488559023023,1,0.125488559023023,0
"Leptastrea transversa","Leptastrea transversa","1",TRUE,49,49,0.118357487922705,1,0.118357487922705,0,580721.221252789,580721.221252789,0.125282037148725,1,0.125282037148725,0
"Goniastrea retiformis","Goniastrea retiformis","1",TRUE,49,49,0.118357487922705,1,0.118357487922705,0,578606.425904402,578606.425904402,0.124825801248085,1,0.124825801248085,0
"Dipsastraea pallida","Dipsastraea pallida","1",TRUE,49,49,0.118357487922705,1,0.118357487922705,0,578193.835574809,578193.835574809,0.124736790970679,1,0.124736790970679,0
"Leptoria phrygia","Leptoria phrygia","1",TRUE,48,48,0.115942028985507,1,0.115942028985507,0,574329.009102613,574329.009102613,0.123903011670142,1,0.123903011670142,0
"Psammocora contigua","Psammocora contigua","1",TRUE,48,48,0.115942028985507,1,0.115942028985507,0,572241.344744595,572241.344744595,0.123452628880461,1,0.123452628880461,0
"Hydnophora exesa","Hydnophora exesa","1",TRUE,48,48,0.115942028985507,1,0.115942028985507,0,569826.965094842,569826.965094842,0.12293176208603,1,0.12293176208603,0
"Dipsastraea favus","Dipsastraea favus","1",TRUE,48,48,0.115942028985507,1,0.115942028985507,0,567131.659838375,567131.659838375,0.122350289735943,1,0.122350289735943,0
"Goniastrea stelligera","Goniastrea stelligera","1",TRUE,47,47,0.113526570048309,1,0.113526570048309,0,555732.005160995,555732.005160995,0.119890982397917,1,0.119890982397917,0
"Astrea curta","Astrea curta","1",TRUE,47,47,0.113526570048309,1,0.113526570048309,0,552409.995319702,552409.995319702,0.119174307778299,1,0.119174307778299,0
"Pocillopora grandis","Pocillopora grandis","1",TRUE,46,46,0.111111111111111,1,0.111111111111111,0,542866.998258811,542866.998258811,0.117115546933098,1,0.117115546933098,0
"Echinopora lamellosa","Echinopora lamellosa","1",TRUE,45,45,0.108695652173913,1,0.108695652173913,0,539623.572742328,539623.572742328,0.116415825722345,1,0.116415825722345,0
"Galaxea astreata","Galaxea astreata","1",TRUE,45,45,0.108695652173913,1,0.108695652173913,0,537054.192655802,537054.192655802,0.115861519870124,1,0.115861519870124,0
"Pavona explanulata","Pavona explanulata","1",TRUE,45,45,0.108695652173913,1,0.108695652173913,0,531561.04503783,531561.04503783,0.114676454302081,1,0.114676454302081,0
"Acanthastrea echinata","Acanthastrea echinata","1",TRUE,45,45,0.108695652173913,1,0.108695652173913,0,528151.930338387,528151.930338387,0.113940988094219,1,0.113940988094219,0
"Porites rus","Porites rus","1",TRUE,44,44,0.106280193236715,1,0.106280193236715,0,526797.800101813,526797.800101813,0.113648854470728,1,0.113648854470728,0
"Porites lobata","Porites lobata","1",TRUE,44,44,0.106280193236715,1,0.106280193236715,0,521111.75086859,521111.75086859,0.112422173224726,1,0.112422173224726,0
"Megaciella pilosa","Megaciella pilosa","2",TRUE,9,9,0.111111111111111,1,0.111111111111111,0,72977.2084068329,72977.2084068329,0.11236188459391,1,0.11236188459391,0
"Psammocora profundacella","Psammocora profundacella","1",TRUE,44,44,0.106280193236715,1,0.106280193236715,0,520492.83781429,520492.83781429,0.112288651862973,1,0.112288651862973,0
"Podabacia crustacea","Podabacia crustacea","1",TRUE,44,44,0.106280193236715,1,0.106280193236715,0,520442.066913821,520442.066913821,0.112277698790129,1,0.112277698790129,0
"Platygyra lamellina","Platygyra lamellina","1",TRUE,43,43,0.103864734299517,1,0.103864734299517,0,512644.392478742,512644.392478742,0.110595465555838,1,0.110595465555838,0
"Platygyra pini","Platygyra pini","1",TRUE,43,43,0.103864734299517,1,0.103864734299517,0,510763.039011375,510763.039011375,0.11018959129748,1,0.11018959129748,0
"Leptoseris mycetoseroides","Leptoseris mycetoseroides","1",TRUE,43,43,0.103864734299517,1,0.103864734299517,0,506048.845552156,506048.845552156,0.109172573598678,1,0.109172573598678,0
"Oxypora lacera","Oxypora lacera","1",TRUE,43,43,0.103864734299517,1,0.103864734299517,0,505724.344237842,505724.344237842,0.1091025672269,1,0.1091025672269,0
"Isopora palifera","Isopora palifera","1",TRUE,42,42,0.101449275362319,1,0.101449275362319,0,504915.530901419,504915.530901419,0.108928077680536,1,0.108928077680536,0
"Leptastrea purpurea","Leptastrea purpurea","1",TRUE,42,42,0.101449275362319,1,0.101449275362319,0,502613.925429524,502613.925429524,0.108431540251424,1,0.108431540251424,0
"Merulina ampliata","Merulina ampliata","1",TRUE,42,42,0.101449275362319,1,0.101449275362319,0,501909.15484732,501909.15484732,0.108279496394527,1,0.108279496394527,0
"Dipsastraea matthaii","Dipsastraea matthaii","1",TRUE,42,42,0.101449275362319,1,0.101449275362319,0,499566.977290246,499566.977290246,0.107774206136525,1,0.107774206136525,0
"Herpolitha limax","Herpolitha limax","1",TRUE,42,42,0.101449275362319,1,0.101449275362319,0,496901.619981341,496901.619981341,0.107199194614355,1,0.107199194614355,0
"Lobactis scutaria","Lobactis scutaria","1",TRUE,41,41,0.0990338164251208,1,0.0990338164251208,0,487044.482860194,487044.482860194,0.105072662685098,1,0.105072662685098,0
"Gardineroseris planulata","Gardineroseris planulata","1",TRUE,41,41,0.0990338164251208,1,0.0990338164251208,0,484627.862803362,484627.862803362,0.104551312555889,1,0.104551312555889,0
"Hyalonema (Cyliconemaoida) urna","Hyalonema (Cyliconemaoida) urna","4",TRUE,1,1,0.0769230769230769,1,0.0769230769230769,0,12304.7177006046,12304.7177006046,0.104538569476988,1,0.104538569476988,0
"Hyalonema (Cyliconemaoida) solutum","Hyalonema (Cyliconemaoida) solutum","4",TRUE,1,1,0.0769230769230769,1,0.0769230769230769,0,12304.7177006046,12304.7177006046,0.104538569476988,1,0.104538569476988,0
"Dipsastraea speciosa","Dipsastraea speciosa","1",TRUE,41,41,0.0990338164251208,1,0.0990338164251208,0,483295.842867737,483295.842867737,0.104263948903674,1,0.104263948903674,0
"Mycedium elephantotus","Mycedium elephantotus","1",TRUE,41,41,0.0990338164251208,1,0.0990338164251208,0,482811.509500709,482811.509500709,0.104159461124237,1,0.104159461124237,0
"Turbinaria peltata","Turbinaria peltata","1",TRUE,41,41,0.0990338164251208,1,0.0990338164251208,0,482187.976694788,482187.976694788,0.104024943119219,1,0.104024943119219,0
"Epizoanthus chuni","Epizoanthus chuni","4",TRUE,1,1,0.0769230769230769,1,0.0769230769230769,0,12231.7982494683,12231.7982494683,0.103919059522001,1,0.103919059522001,0
"Placopegma solutum","Placopegma solutum","4",TRUE,1,1,0.0769230769230769,1,0.0769230769230769,0,12231.7982494683,12231.7982494683,0.103919059522001,1,0.103919059522001,0
"Styela sericata","Styela sericata","3",TRUE,5,5,0.0980392156862745,1,0.0980392156862745,0,61304.8225949377,61304.8225949377,0.103307243179482,1,0.103307243179482,0
"Hyalonema (Coscinonema) indicum","Hyalonema (Coscinonema) indicum","4",TRUE,1,1,0.0769230769230769,1,0.0769230769230769,0,12144.4431150564,12144.4431150564,0.103176906714428,1,0.103176906714428,0
"Euphyllia glabrescens","Euphyllia glabrescens","1",TRUE,40,40,0.0966183574879227,1,0.0966183574879227,0,476181.288950242,476181.288950242,0.102729088844203,1,0.102729088844203,0
"Platygyra sinensis","Platygyra sinensis","1",TRUE,40,40,0.0966183574879227,1,0.0966183574879227,0,473723.277816843,473723.277816843,0.102198809200793,1,0.102198809200793,0
"Cyphastrea chalcidicum","Cyphastrea chalcidicum","1",TRUE,39,39,0.0942028985507246,1,0.0942028985507246,0,466739.906071418,466739.906071418,0.100692249759851,1,0.100692249759851,0
"Plerogyra sinuosa","Plerogyra sinuosa","1",TRUE,39,39,0.0942028985507246,1,0.0942028985507246,0,466146.752973354,466146.752973354,0.100564285728665,1,0.100564285728665,0
"Tedania charcoti","Tedania charcoti","2",TRUE,8,8,0.0987654320987654,1,0.0987654320987654,0,65060.0840113737,65060.0840113737,0.100172010014453,1,0.100172010014453,0
"Tedania (Tedaniopsis) charcoti","Tedania (Tedaniopsis) charcoti","2",TRUE,8,8,0.0987654320987654,1,0.0987654320987654,0,65060.0840113737,65060.0840113737,0.100172010014453,1,0.100172010014453,0
"Favites halicora","Favites halicora","1",TRUE,39,39,0.0942028985507246,1,0.0942028985507246,0,463015.578063899,463015.578063899,0.0998887809305471,1,0.0998887809305471,0
"Tentorium papillatum","Tentorium papillatum","2",TRUE,8,8,0.0987654320987654,1,0.0987654320987654,0,64764.7588443003,64764.7588443003,0.099717302400051,1,0.099717302400051,0
"Styela ordinaria","Styela ordinaria","3",TRUE,5,5,0.0980392156862745,1,0.0980392156862745,0,59060.7028476617,59060.7028476617,0.0995255859681478,1,0.0995255859681478,0
"Pavona maldivensis","Pavona maldivensis","1",TRUE,39,39,0.0942028985507246,1,0.0942028985507246,0,460960.10020325,460960.10020325,0.099445341902883,1,0.099445341902883,0
"Porites solida","Porites solida","1",TRUE,39,39,0.0942028985507246,1,0.0942028985507246,0,458368.133839677,458368.133839677,0.0988861633945638,1,0.0988861633945638,0
"Pachyseris speciosa","Pachyseris speciosa","1",TRUE,38,38,0.0917874396135266,1,0.0917874396135266,0,453327.652997968,453327.652997968,0.0977987540061209,1,0.0977987540061209,0
"Columnella graminea","Columnella graminea","3",TRUE,5,5,0.0980392156862745,1,0.0980392156862745,0,57818.7269471647,57818.7269471647,0.0974326820016286,1,0.0974326820016286,0
"Myxilla (Myxilla) basimucronata","Myxilla (Myxilla) basimucronata","2",TRUE,8,8,0.0987654320987654,1,0.0987654320987654,0,63208.0988247259,63208.0988247259,0.0973205369264213,1,0.0973205369264213,0
"Myxilla basimucronata","Myxilla basimucronata","2",TRUE,8,8,0.0987654320987654,1,0.0987654320987654,0,63208.0988247259,63208.0988247259,0.0973205369264213,1,0.0973205369264213,0
"Oulophyllia crispa","Oulophyllia crispa","1",TRUE,38,38,0.0917874396135266,1,0.0917874396135266,0,448780.371525264,448780.371525264,0.0968177451062565,1,0.0968177451062565,0
"Montipora tuberculosa","Montipora tuberculosa","1",TRUE,38,38,0.0917874396135266,1,0.0917874396135266,0,447962.183108002,447962.183108002,0.0966412330244956,1,0.0966412330244956,0
"Hydnophora microconos","Hydnophora microconos","1",TRUE,38,38,0.0917874396135266,1,0.0917874396135266,0,447395.681125907,447395.681125907,0.0965190185784443,1,0.0965190185784443,0
"Lobophyllia corymbosa","Lobophyllia corymbosa","1",TRUE,38,38,0.0917874396135266,1,0.0917874396135266,0,445910.238105446,445910.238105446,0.0961985561588513,1,0.0961985561588513,0
"Montipora monasteriata","Montipora monasteriata","1",TRUE,37,37,0.0893719806763285,1,0.0893719806763285,0,442480.903189755,442480.903189755,0.0954587277376061,1,0.0954587277376061,0
"Goniastrea edwardsi","Goniastrea edwardsi","1",TRUE,37,37,0.0893719806763285,1,0.0893719806763285,0,440794.124069371,440794.124069371,0.0950948300244042,1,0.0950948300244042,0
"Lithophyllon concinna","Lithophyllon concinna","1",TRUE,36,36,0.0869565217391304,1,0.0869565217391304,0,431546.524140227,431546.524140227,0.0930997967529143,1,0.0930997967529143,0
"Montipora venosa","Montipora venosa","1",TRUE,36,36,0.0869565217391304,1,0.0869565217391304,0,429760.90829161,429760.90829161,0.092714576473557,1,0.092714576473557,0
"Stylocoeniella guentheri","Stylocoeniella guentheri","1",TRUE,36,36,0.0869565217391304,1,0.0869565217391304,0,429574.973600531,429574.973600531,0.0926744638067169,1,0.0926744638067169,0
"Porites lichen","Porites lichen","1",TRUE,36,36,0.0869565217391304,1,0.0869565217391304,0,428237.266936894,428237.266936894,0.0923858733268197,1,0.0923858733268197,0
"Umbellula thomsoni","Umbellula thomsoni","3",FALSE,6,8,0.117647058823529,0.75,0.0882352941176471,0.0294117647058824,69272.381057962,87556.2438330276,0.116733699122841,0.791175797697152,0.0923568775216534,0.0243768216011881
"Domosclerus corrugatus","Domosclerus corrugatus","3",TRUE,5,5,0.0980392156862745,1,0.0980392156862745,0,54432.1987601482,54432.1987601482,0.0917259059905164,1,0.0917259059905164,0
"Himantozoum (Himantozoum) leontodon","Himantozoum (Himantozoum) leontodon","3",TRUE,5,5,0.0980392156862745,1,0.0980392156862745,0,53944.7183466574,53944.7183466574,0.0909044329727331,1,0.0909044329727331,0
"Lithophyllon repanda","Lithophyllon repanda","1",TRUE,35,35,0.0845410628019324,1,0.0845410628019324,0,418519.232340831,418519.232340831,0.0902893507154194,1,0.0902893507154194,0
"Pavona clavus","Pavona clavus","1",TRUE,35,35,0.0845410628019324,1,0.0845410628019324,0,414032.758417889,414032.758417889,0.0893214601474317,1,0.0893214601474317,0
"Favites complanata","Favites complanata","1",TRUE,35,35,0.0845410628019324,1,0.0845410628019324,0,412451.072542064,412451.072542064,0.0889802347514917,1,0.0889802347514917,0
"Montipora verrucosa","Montipora verrucosa","1",TRUE,35,35,0.0845410628019324,1,0.0845410628019324,0,412079.479867041,412079.479867041,0.0889000691132945,1,0.0889000691132945,0
"Leptoseris hawaiiensis","Leptoseris hawaiiensis","1",TRUE,35,35,0.0845410628019324,1,0.0845410628019324,0,411243.155879096,411243.155879096,0.0887196445496801,1,0.0887196445496801,0
"Halomitra pileus","Halomitra pileus","1",TRUE,34,34,0.0821256038647343,1,0.0821256038647343,0,409538.009054845,409538.009054845,0.0883517842753148,1,0.0883517842753148,0
"Myxilla (Ectyomyxilla) kerguelensis","Myxilla (Ectyomyxilla) kerguelensis","2",TRUE,7,7,0.0864197530864197,1,0.0864197530864197,0,57349.2547167107,57349.2547167107,0.0882997648266095,1,0.0882997648266095,0
"Diploastrea heliopora","Diploastrea heliopora","1",TRUE,34,34,0.0821256038647343,1,0.0821256038647343,0,407461.549638724,407461.549638724,0.0879038187865609,1,0.0879038187865609,0
"Pavona venosa","Pavona venosa","1",TRUE,34,34,0.0821256038647343,1,0.0821256038647343,0,405308.55757671,405308.55757671,0.0874393425084041,1,0.0874393425084041,0
"Coscinaraea columna","Coscinaraea columna","1",TRUE,34,34,0.0821256038647343,1,0.0821256038647343,0,404170.665990353,404170.665990353,0.0871938591839173,1,0.0871938591839173,0
"Tetilla coronida","Tetilla coronida","2",TRUE,7,7,0.0864197530864197,1,0.0864197530864197,0,56534.5821309849,56534.5821309849,0.0870454259849694,1,0.0870454259849694,0
"Coscinaraea monile","Coscinaraea monile","1",TRUE,34,34,0.0821256038647343,1,0.0821256038647343,0,401782.40662927,401782.40662927,0.086678627456462,1,0.086678627456462,0
"Hymedesmia (Hymedesmia) mariondufresni","Hymedesmia (Hymedesmia) mariondufresni","2",TRUE,7,7,0.0864197530864197,1,0.0864197530864197,0,56224.1672370039,56224.1672370039,0.0865674849502935,1,0.0865674849502935,0
"Porites nigrescens","Porites nigrescens","1",TRUE,33,33,0.0797101449275362,1,0.0797101449275362,0,396611.296011402,396611.296011402,0.085563036620759,1,0.085563036620759,0
"Hydnophora rigida","Hydnophora rigida","1",TRUE,33,33,0.0797101449275362,1,0.0797101449275362,0,395272.16003704,395272.16003704,0.0852741377881569,1,0.0852741377881569,0
"Turbinaria stellulata","Turbinaria stellulata","1",TRUE,33,33,0.0797101449275362,1,0.0797101449275362,0,394419.440725583,394419.440725583,0.0850901761753455,1,0.0850901761753455,0
"Favites chinensis","Favites chinensis","1",TRUE,33,33,0.0797101449275362,1,0.0797101449275362,0,392824.10332679,392824.10332679,0.0847460056647016,1,0.0847460056647016,0
"Paragoniastrea russelli","Paragoniastrea russelli","1",TRUE,33,33,0.0797101449275362,1,0.0797101449275362,0,392078.62038492,392078.62038492,0.0845851787167634,1,0.0845851787167634,0
"Cycloseris costulata","Cycloseris costulata","1",TRUE,33,33,0.0797101449275362,1,0.0797101449275362,0,391223.045918761,391223.045918761,0.084400601146442,1,0.084400601146442,0
"Cycloseris cyclolites","Cycloseris cyclolites","1",FALSE,34,35,0.0821256038647343,0.971428571428571,0.0797791580400276,0.0023464458247067,398897.705720734,411104.00867176,0.0860562957882537,0.970308479865075,0.0835011535491197,0.00255514223913404
"Eucidaris metularia","Eucidaris metularia","1",TRUE,33,33,0.0797101449275362,1,0.0797101449275362,0,386088.988510415,386088.988510415,0.0832930039941141,1,0.0832930039941141,0
"Goniopora lobata","Goniopora lobata","1",TRUE,33,33,0.0797101449275362,1,0.0797101449275362,0,385879.992078196,385879.992078196,0.0832479160968114,1,0.0832479160968114,0
"Physogyra lichtensteini","Physogyra lichtensteini","1",TRUE,32,32,0.0772946859903382,1,0.0772946859903382,0,384350.472284562,384350.472284562,0.0829179447635919,1,0.0829179447635919,0
"Eudendrium rameum","Eudendrium rameum","2",TRUE,6,6,0.0740740740740741,1,0.0740740740740741,0,53829.0743354773,53829.0743354773,0.0828797972726181,1,0.0828797972726181,0
"Abyssascidia millari","Abyssascidia millari","3",TRUE,4,4,0.0784313725490196,1,0.0784313725490196,0,49182.3950976448,49182.3950976448,0.0828792488981336,1,0.0828792488981336,0
"Polycarpa indiana","Polycarpa indiana","3",TRUE,4,4,0.0784313725490196,1,0.0784313725490196,0,48923.56175833,48923.56175833,0.0824430783393469,1,0.0824430783393469,0
"Molgula pila","Molgula pila","3",TRUE,4,4,0.0784313725490196,1,0.0784313725490196,0,48923.56175833,48923.56175833,0.0824430783393469,1,0.0824430783393469,0
"Stannophyllum mollum","Stannophyllum mollum","3",TRUE,4,4,0.0784313725490196,1,0.0784313725490196,0,48909.0376498484,48909.0376498484,0.0824186031750228,1,0.0824186031750228,0
"Montipora digitata","Montipora digitata","1",TRUE,32,32,0.0772946859903382,1,0.0772946859903382,0,380155.423447292,380155.423447292,0.0820129248589675,1,0.0820129248589675,0
"Danafungia horrida","Danafungia horrida","1",TRUE,32,32,0.0772946859903382,1,0.0772946859903382,0,379634.566855689,379634.566855689,0.0819005577325904,1,0.0819005577325904,0
"Pavona minuta","Pavona minuta","1",TRUE,32,32,0.0772946859903382,1,0.0772946859903382,0,379301.8301735,379301.8301735,0.0818287747016744,1,0.0818287747016744,0
"Psammocora nierstraszi","Psammocora nierstraszi","1",TRUE,32,32,0.0772946859903382,1,0.0772946859903382,0,378950.837577101,378950.837577101,0.0817530532265644,1,0.0817530532265644,0
"Lobophyllia recta","Lobophyllia recta","1",TRUE,32,32,0.0772946859903382,1,0.0772946859903382,0,378734.030594425,378734.030594425,0.0817062803182158,1,0.0817062803182158,0
"Pleuractis granulosa","Pleuractis granulosa","1",TRUE,31,31,0.0748792270531401,1,0.0748792270531401,0,372910.522153361,372910.522153361,0.0804499442758108,1,0.0804499442758108,0
"Polyphyllia talpina","Polyphyllia talpina","1",TRUE,31,31,0.0748792270531401,1,0.0748792270531401,0,371982.281250642,371982.281250642,0.0802496899937191,1,0.0802496899937191,0
"Montipora informis","Montipora informis","1",TRUE,31,31,0.0748792270531401,1,0.0748792270531401,0,371618.107476418,371618.107476418,0.0801711248739314,1,0.0801711248739314,0
"Echinopora hirsutissima","Echinopora hirsutissima","1",TRUE,31,31,0.0748792270531401,1,0.0748792270531401,0,370558.650699186,370558.650699186,0.0799425627025056,1,0.0799425627025056,0
"Galeopsis marionensis","Galeopsis marionensis","2",TRUE,6,6,0.0740740740740741,1,0.0740740740740741,0,51764.4122230454,51764.4122230454,0.0797008687952612,1,0.0797008687952612,0
"Himantozoum (Himantozoum) sinuosum","Himantozoum (Himantozoum) sinuosum","3",TRUE,4,4,0.0784313725490196,1,0.0784313725490196,0,47118.1708225422,47118.1708225422,0.0794007408438157,1,0.0794007408438157,0
"Leptoseris scabra","Leptoseris scabra","1",TRUE,31,31,0.0748792270531401,1,0.0748792270531401,0,365759.826341453,365759.826341453,0.0789072871357564,1,0.0789072871357564,0
"Echinopora gemmacea","Echinopora gemmacea","1",TRUE,31,31,0.0748792270531401,1,0.0748792270531401,0,365749.05134831,365749.05134831,0.07890496258993,1,0.07890496258993,0
"Goniopora tenuidens","Goniopora tenuidens","1",TRUE,31,31,0.0748792270531401,1,0.0748792270531401,0,362726.994122668,362726.994122668,0.0782529983224771,1,0.0782529983224771,0
