"","species","cluster","Endemism","Occ.Ri","Occ.Di","Occ.Ai","Occ.Fi","Occ.IndVal","Occ.DilVal","Ri","Di","Ai","Fi","IndVal","DilVal"
"Stelletta horrens","Stelletta horrens","1.3",FALSE,2,3,0.1,0.666666666666667,0.0666666666666667,0.0333333333333333,20935.646930547,31683.5624125114,0.100221067769711,0.660773137122984,0.0662233893560071,0.0339976784137039
"Aplidium laticum","Aplidium laticum","1.5",TRUE,2,2,0.0689655172413793,1,0.0689655172413793,0,18822.6350666504,18822.6350666504,0.0662172785776726,1,0.0662172785776726,0
"Rhopalaea meridionalis","Rhopalaea meridionalis","1.5",TRUE,2,2,0.0689655172413793,1,0.0689655172413793,0,18822.6350666504,18822.6350666504,0.0662172785776726,1,0.0662172785776726,0
"Carbasea mediocris","Carbasea mediocris","1.3",FALSE,2,3,0.1,0.666666666666667,0.0666666666666667,0.0333333333333333,20954.8532009557,31904.1431746649,0.100313010136461,0.656806643771458,0.0658862515143412,0.0344267586221198
"Terebratulina abyssicola","Terebratulina abyssicola","1.3",FALSE,2,3,0.1,0.666666666666667,0.0666666666666667,0.0333333333333333,20842.7874992024,31792.0774729115,0.0997765402424402,0.655596901994262,0.0654131906746496,0.0343633495677906
"Cornucopina tuba","Cornucopina tuba","1.5",TRUE,2,2,0.0689655172413793,1,0.0689655172413793,0,18398.189296317,18398.189296317,0.0647240953057362,1,0.0647240953057362,0
"Astreopora explanata","Astreopora explanata","1.1",TRUE,6,6,0.0659340659340659,1,0.0659340659340659,0,69651.537968235,69651.537968235,0.0646696730314296,1,0.0646696730314296,0
"Psammocinia arenosa","Psammocinia arenosa","1.3",FALSE,2,3,0.1,0.666666666666667,0.0666666666666667,0.0333333333333333,20612.2822337393,31561.5722074484,0.0986730881299791,0.653081605005559,0.0644415787667817,0.0342315093631974
"Lophophysema inflatum","Lophophysema inflatum","1.2",FALSE,3,6,0.125,0.5,0.0625,0.0625,34914.820444253,68991.3947879357,0.126777443578529,0.506075004738975,0.0641588953597993,0.0626185482187299
"Errina capensis","Errina capensis","1.3",FALSE,2,3,0.1,0.666666666666667,0.0666666666666667,0.0333333333333333,20612.2822337393,31749.6616698299,0.0986730881299791,0.649212657699784,0.0640598177883088,0.0346132703416703
"Caryophyllia (Acanthocyathus) unicristata","Caryophyllia (Acanthocyathus) unicristata","1.2",FALSE,3,6,0.125,0.5,0.0625,0.0625,35033.9687026469,69571.0801820569,0.127210076810315,0.503570860348414,0.064059287824358,0.0631507889859567
"Balanophyllia (Balanophyllia) capensis","Balanophyllia (Balanophyllia) capensis","1.3",FALSE,2,3,0.1,0.666666666666667,0.0666666666666667,0.0333333333333333,20372.3367635672,31120.2522455316,0.0975244447989693,0.654632764632953,0.063842696918043,0.0336817478809262
"Trypostega venusta","Trypostega venusta","1.3",FALSE,2,3,0.1,0.666666666666667,0.0666666666666667,0.0333333333333333,20948.4504450112,33092.8935600677,0.100282359493586,0.633019606067001,0.0634806997020991,0.0368016597914868
"Crisia elongata","Crisia elongata","1.3",FALSE,2,3,0.1,0.666666666666667,0.0666666666666667,0.0333333333333333,20948.4504450112,33245.8711556536,0.100282359493586,0.630106828812902,0.0631885995263788,0.037093759967207
"Lissodendoryx (Lissodendoryx) ternatensis","Lissodendoryx (Lissodendoryx) ternatensis","1.3",FALSE,2,3,0.1,0.666666666666667,0.0666666666666667,0.0333333333333333,20830.0407767242,33007.2230964489,0.0997155203875696,0.631075226045454,0.0629279945688256,0.0367875258187441
"Distichopora violacea","Distichopora violacea","1.1",TRUE,6,6,0.0659340659340659,1,0.0659340659340659,0,67159.6890499073,67159.6890499073,0.0623560549909283,1,0.0623560549909283,0
"Heteractis crispa","Heteractis crispa","1.1",FALSE,7,9,0.0769230769230769,0.777777777777778,0.0598290598290598,0.0170940170940171,85030.4002592419,109537.724875977,0.0789485536558369,0.776265897027865,0.0612850698227008,0.0176634838331361
"Scytalium sarsii","Scytalium sarsii","1.2",FALSE,2,3,0.0833333333333333,0.666666666666667,0.0555555555555556,0.0277777777777778,23799.2700465813,34748.5600202906,0.0864163291447565,0.684899461522558,0.0591864972979999,0.0272298318467566
"Pararete semperi","Pararete semperi","1.2",FALSE,2,3,0.0833333333333333,0.666666666666667,0.0555555555555556,0.0277777777777778,23745.0096003061,35671.7748467343,0.0862193067749239,0.665652597952521,0.0573921055483935,0.0288272012265304
"Flabellum (Ulocyathus) marenzelleri","Flabellum (Ulocyathus) marenzelleri","1.2",FALSE,2,3,0.0833333333333333,0.666666666666667,0.0555555555555556,0.0277777777777778,23745.0096003061,35769.6041249598,0.0862193067749239,0.663832049059133,0.0572351390848557,0.0289841676900682
"Lochmaeotrochus oculeus","Lochmaeotrochus oculeus","1.2",FALSE,2,3,0.0833333333333333,0.666666666666667,0.0555555555555556,0.0277777777777778,23226.3233386496,34699.2901355407,0.0843359312502782,0.669360187137088,0.0564511147240668,0.0278848165262114
"Sthenocephalus indicus","Sthenocephalus indicus","1.2",FALSE,2,3,0.0833333333333333,0.666666666666667,0.0555555555555556,0.0277777777777778,23450.4326059697,35377.1978523979,0.0851496831078442,0.66286857155308,0.0564430488098941,0.0287066342979501
"Leptoseris papyracea","Leptoseris papyracea","1.1",TRUE,5,5,0.0549450549450549,1,0.0549450549450549,0,60785.2787658482,60785.2787658482,0.0564375779427074,1,0.0564375779427074,0
"Thysanometra tenuicirra","Thysanometra tenuicirra","1.2",FALSE,2,3,0.0833333333333333,0.666666666666667,0.0555555555555556,0.0277777777777778,23441.8536473621,35368.6188937903,0.0851185324839259,0.662786797464625,0.0564154395499099,0.028703092934016
"Porites attenuata","Porites attenuata","1.1",TRUE,5,5,0.0549450549450549,1,0.0549450549450549,0,60439.4914022044,60439.4914022044,0.0561165232122944,1,0.0561165232122944,0
"Echinophyllia echinata","Echinophyllia echinata","1.1",TRUE,5,5,0.0549450549450549,1,0.0549450549450549,0,59646.6634237967,59646.6634237967,0.0553804026953694,1,0.0553804026953694,0
"Hydroides kimberleyensis","Hydroides kimberleyensis","1.1",TRUE,5,5,0.0549450549450549,1,0.0549450549450549,0,58553.7521071205,58553.7521071205,0.0543656624676083,1,0.0543656624676083,0
"Serpula watsoni","Serpula watsoni","1.1",TRUE,5,5,0.0549450549450549,1,0.0549450549450549,0,58122.573277398,58122.573277398,0.0539653239431533,1,0.0539653239431533,0
"Echinophyllia glabra","Echinophyllia glabra","1.1",TRUE,5,5,0.0549450549450549,1,0.0549450549450549,0,58103.2526430541,58103.2526430541,0.0539473852279112,1,0.0539473852279112,0
"Sarcophyton ehrenbergi","Sarcophyton ehrenbergi","1.1",FALSE,7,10,0.0769230769230769,0.7,0.0538461538461538,0.0230769230769231,82181.3303482499,116748.030233907,0.0763032650525678,0.703920487425768,0.0537114315279811,0.0225918335245867
"Sphenotrochus (Sphenotrochus) aurantiacus","Sphenotrochus (Sphenotrochus) aurantiacus","1.3",FALSE,2,4,0.1,0.5,0.05,0.05,21598.1664869971,42412.2776156589,0.103392616162078,0.509243259292043,0.0526519928411078,0.0507406233209703
"Goniocidaris (Aspidocidaris) sibogae","Goniocidaris (Aspidocidaris) sibogae","1.2",FALSE,2,3,0.0833333333333333,0.666666666666667,0.0555555555555556,0.0277777777777778,20612.2822337391,29449.5819149135,0.0748442184339718,0.699917652253694,0.0523847896510682,0.0224594287829036
"Stylaster kenti","Stylaster kenti","1.3",TRUE,1,1,0.05,1,0.05,0,10850.2510050327,10850.2510050327,0.0519412533513403,1,0.0519412533513403,0
"Raxifabia longicaulis","Raxifabia longicaulis","1.3",TRUE,1,1,0.05,1,0.05,0,10850.2510050327,10850.2510050327,0.0519412533513403,1,0.0519412533513403,0
"Ecionemia baculifera","Ecionemia baculifera","1.3",TRUE,1,1,0.05,1,0.05,0,10747.9154819644,10747.9154819644,0.0514513628107378,1,0.0514513628107378,0
"Fangophilina gilchristi","Fangophilina gilchristi","1.3",TRUE,1,1,0.05,1,0.05,0,10642.3093281416,10642.3093281416,0.0509458154285963,1,0.0509458154285963,0
"Inferiolabiata africana","Inferiolabiata africana","1.3",TRUE,1,1,0.05,1,0.05,0,10533.4594513548,10533.4594513548,0.0504247400152421,1,0.0504247400152421,0
"Paraminabea cosmarioides","Paraminabea cosmarioides","1.3",TRUE,1,1,0.05,1,0.05,0,10533.4594513547,10533.4594513547,0.0504247400152415,1,0.0504247400152415,0
"Stephanollona ignota","Stephanollona ignota","1.3",TRUE,1,1,0.05,1,0.05,0,10533.4594513547,10533.4594513547,0.0504247400152415,1,0.0504247400152415,0
"Emballotheca ambigua","Emballotheca ambigua","1.3",TRUE,1,1,0.05,1,0.05,0,10533.4594513547,10533.4594513547,0.0504247400152415,1,0.0504247400152415,0
"Beania rediviva","Beania rediviva","1.3",TRUE,1,1,0.05,1,0.05,0,10533.4594513547,10533.4594513547,0.0504247400152415,1,0.0504247400152415,0
"Hippoporella labiata","Hippoporella labiata","1.3",TRUE,1,1,0.05,1,0.05,0,10533.4594513547,10533.4594513547,0.0504247400152415,1,0.0504247400152415,0
"Adeonella cracens","Adeonella cracens","1.3",FALSE,2,4,0.1,0.5,0.05,0.05,21156.3921219023,42853.5975775758,0.10127779741633,0.493689989121774,0.0499998347047451,0.0512779627115848
"Pennatula indica","Pennatula indica","1.23",FALSE,1,2,0.1,0.5,0.05,0.05,10187.7314485826,20375.4628971649,0.0999551247092217,0.500000000000005,0.0499775623546114,0.0499775623546103
"Errinopsis fenestrata","Errinopsis fenestrata","1.3",TRUE,1,1,0.05,1,0.05,0,10421.3937496013,10421.3937496013,0.0498882701212208,1,0.0498882701212208,0
"Conopora tenuiramus","Conopora tenuiramus","1.3",TRUE,1,1,0.05,1,0.05,0,10421.3937496013,10421.3937496013,0.0498882701212208,1,0.0498882701212208,0
"Denhartogia hartogi","Denhartogia hartogi","1.3",TRUE,1,1,0.05,1,0.05,0,10421.3937496013,10421.3937496013,0.0498882701212208,1,0.0498882701212208,0
"Anthomastus giganteus","Anthomastus giganteus","1.3",TRUE,1,1,0.05,1,0.05,0,10421.3937496013,10421.3937496013,0.0498882701212208,1,0.0498882701212208,0
"Scytaliopsis djiboutiensis","Scytaliopsis djiboutiensis","1.3",TRUE,1,1,0.05,1,0.05,0,10421.3937496013,10421.3937496013,0.0498882701212208,1,0.0498882701212208,0
"Crateromorpha lankesteri","Crateromorpha lankesteri","1.3",TRUE,1,1,0.05,1,0.05,0,10421.3937496013,10421.3937496013,0.0498882701212208,1,0.0498882701212208,0
"Conopora sola","Conopora sola","1.3",TRUE,1,1,0.05,1,0.05,0,10421.393749601,10421.393749601,0.0498882701212195,1,0.0498882701212195,0
"Rhynchozoon stomachosum","Rhynchozoon stomachosum","1.3",TRUE,1,1,0.05,1,0.05,0,10421.393749601,10421.393749601,0.0498882701212195,1,0.0498882701212195,0
"Smittoidea calcarata","Smittoidea calcarata","1.3",TRUE,1,1,0.05,1,0.05,0,10421.393749601,10421.393749601,0.0498882701212195,1,0.0498882701212195,0
"Bugulella problematica","Bugulella problematica","1.3",TRUE,1,1,0.05,1,0.05,0,10421.393749601,10421.393749601,0.0498882701212195,1,0.0498882701212195,0
"Xenobrochus agulhasensis","Xenobrochus agulhasensis","1.3",TRUE,1,1,0.05,1,0.05,0,10421.393749601,10421.393749601,0.0498882701212195,1,0.0498882701212195,0
"Characodoma protrusum","Characodoma protrusum","1.3",FALSE,2,4,0.1,0.5,0.05,0.05,21492.5603331743,44673.6485563517,0.102887068779937,0.481101522434717,0.0494991254288729,0.0533879433510638
"Dorometra parvicirra","Dorometra parvicirra","1.1",FALSE,6,8,0.0659340659340659,0.75,0.0494505494505495,0.0164835164835165,69511.8700620396,90783.5148166737,0.0645399949497947,0.765688244197313,0.0494175154136118,0.015122479536183
"Phorbas mollis","Phorbas mollis","1.3",TRUE,1,1,0.05,1,0.05,0,10306.1411168696,10306.1411168696,0.0493365440649895,1,0.0493365440649895,0
"Sigmaxinella incrustans","Sigmaxinella incrustans","1.3",TRUE,1,1,0.05,1,0.05,0,10306.1411168696,10306.1411168696,0.0493365440649895,1,0.0493365440649895,0
"Endectyon gorgonioides","Endectyon gorgonioides","1.3",TRUE,1,1,0.05,1,0.05,0,10306.1411168696,10306.1411168696,0.0493365440649895,1,0.0493365440649895,0
"Sigmaxinella arborea","Sigmaxinella arborea","1.3",TRUE,1,1,0.05,1,0.05,0,10306.1411168696,10306.1411168696,0.0493365440649895,1,0.0493365440649895,0
"Ceratopsion microxephora","Ceratopsion microxephora","1.3",TRUE,1,1,0.05,1,0.05,0,10306.1411168696,10306.1411168696,0.0493365440649895,1,0.0493365440649895,0
"Pseudactinia plettenbergensis","Pseudactinia plettenbergensis","1.3",TRUE,1,1,0.05,1,0.05,0,10187.7314485826,10187.7314485826,0.0487697049589732,1,0.0487697049589732,0
"Anthomastus grandiflorus","Anthomastus grandiflorus","1.3",TRUE,1,1,0.05,1,0.05,0,10187.7314485825,10187.7314485825,0.0487697049589729,1,0.0487697049589729,0
"Amphianthus natalensis","Amphianthus natalensis","1.3",FALSE,2,4,0.1,0.5,0.05,0.05,20493.8725654521,41307.983694114,0.0981062490239624,0.496123769129219,0.048672842040898,0.0494334069830644
"Chlidonophora chuni","Chlidonophora chuni","1.3",FALSE,2,4,0.1,0.5,0.05,0.05,21383.7104563874,45716.6715967088,0.102365993366582,0.467744254109847,0.0478811052134653,0.0544848881531165
"Sarcophyton buitendijki","Sarcophyton buitendijki","1.1",FALSE,5,6,0.0549450549450549,0.833333333333333,0.0457875457875458,0.00915750915750915,59844.484121087,71317.4509179779,0.0555640741574188,0.839128198649641,0.0466253814573499,0.00893869270006887
"Sarcophyton crassocaule","Sarcophyton crassocaule","1.1",FALSE,5,6,0.0549450549450549,0.833333333333333,0.0457875457875458,0.00915750915750915,59844.484121087,72021.6664408117,0.0555640741574188,0.830923346799646,0.0461694864607061,0.00939458769671264
"Stylocidaris reini","Stylocidaris reini","1.1",FALSE,5,6,0.0549450549450549,0.833333333333333,0.0457875457875458,0.00915750915750915,59434.7089287168,71459.3034533709,0.055183608363267,0.831728075372292,0.0458977563760784,0.00928585198718862
"Lobophytum pauciflorum","Lobophytum pauciflorum","1.1",FALSE,5,6,0.0549450549450549,0.833333333333333,0.0457875457875458,0.00915750915750915,59147.021292076,71324.2036118006,0.0549164977446152,0.829269985459607,0.0455406032861696,0.00937589445844563
"Neopetrosia chaliniformis","Neopetrosia chaliniformis","1.1",FALSE,7,12,0.0769230769230769,0.583333333333333,0.0448717948717949,0.032051282051282,83242.3917706952,143489.097440555,0.077288433467472,0.580130429806215,0.0448373721265336,0.0324510613409384
"Pyura stolonifera","Pyura stolonifera","1.5",FALSE,3,7,0.103448275862069,0.428571428571429,0.0443349753694581,0.0591133004926108,30189.3372074546,71820.2311951985,0.106204882837218,0.420345865016833,0.0446427833452218,0.0615620994919962
"Acanthella pulcherrima","Acanthella pulcherrima","1.1",FALSE,7,12,0.0769230769230769,0.583333333333333,0.0448717948717949,0.032051282051282,81915.5511387904,140306.585436978,0.0760564958486755,0.583832547016009,0.0444042576884447,0.0316522381602308
"Decametra parva","Decametra parva","1.1",TRUE,4,4,0.043956043956044,1,0.043956043956044,0,47253.0016380219,47253.0016380219,0.043873204452113,1,0.043873204452113,0
"Sinularia pocilloporaeformis","Sinularia pocilloporaeformis","1.1",TRUE,4,4,0.043956043956044,1,0.043956043956044,0,46967.7291925253,46967.7291925253,0.0436083362767174,1,0.0436083362767174,0
"Echinopora ashmorensis","Echinopora ashmorensis","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11977.4658090788,11977.4658090788,0.0434907720132409,1,0.0434907720132409,0
"Polymyces wellsi","Polymyces wellsi","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11977.4658090788,11977.4658090788,0.0434907720132409,1,0.0434907720132409,0
"Molgula delicata","Molgula delicata","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11977.4658090788,11977.4658090788,0.0434907720132409,1,0.0434907720132409,0
"Glyptometra crassa","Glyptometra crassa","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11977.4658090788,11977.4658090788,0.0434907720132409,1,0.0434907720132409,0
"Metacrinus wyvillii","Metacrinus wyvillii","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11977.4658090788,11977.4658090788,0.0434907720132409,1,0.0434907720132409,0
"Raspailia (Parasyringella) nuda","Raspailia (Parasyringella) nuda","1.5",FALSE,3,6,0.103448275862069,0.5,0.0517241379310345,0.0517241379310345,27808.0471519783,62968.2160677993,0.0978275995068357,0.441620374349445,0.0432026611159164,0.0546249383909193
"Crispatotrochus rugosus","Crispatotrochus rugosus","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11872.5048001531,11872.5048001531,0.0431096533874621,1,0.0431096533874621,0
"Eurete schmidtii","Eurete schmidtii","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11872.5048001531,11872.5048001531,0.0431096533874621,1,0.0431096533874621,0
"Astroclon suensoni","Astroclon suensoni","1.2",FALSE,2,4,0.0833333333333333,0.5,0.0416666666666667,0.0416666666666667,23665.9629146817,47346.0847028689,0.0859322843414902,0.499850474716184,0.04295329312154,0.0429789912199502
"Acanella rigida","Acanella rigida","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11814.6973187764,11814.6973187764,0.0428997515573683,1,0.0428997515573683,0
"Goniocidaris sibogae","Goniocidaris sibogae","1.5",FALSE,3,7,0.103448275862069,0.428571428571429,0.0443349753694581,0.0591133004926108,28564.7436481797,67145.0479402024,0.100489627565622,0.425418471271607,0.0427501437376201,0.0577394838280019
"Sympagella multihexastera","Sympagella multihexastera","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11753.3565417587,11753.3565417587,0.0426770201556749,1,0.0426770201556749,0
"Phrixometra longipinna","Phrixometra longipinna","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11688.4971056034,11688.4971056034,0.0424415123282511,1,0.0424415123282511,0
"Hyalonema (Hyalonema) soelae","Hyalonema (Hyalonema) soelae","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11688.4971056034,11688.4971056034,0.0424415123282511,1,0.0424415123282511,0
"Idiotrochus kikutii","Idiotrochus kikutii","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11688.4971056029,11688.4971056029,0.0424415123282493,1,0.0424415123282493,0
"Letepsammia fissilis","Letepsammia fissilis","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11688.4971056029,11688.4971056029,0.0424415123282493,1,0.0424415123282493,0
"Selenaria punctata","Selenaria punctata","1.5",FALSE,3,7,0.103448275862069,0.428571428571429,0.0443349753694581,0.0591133004926108,29803.3717159489,73773.0742830315,0.104847071649682,0.403987118682459,0.0423568663780484,0.0624902052716337
"Eleutherobia imaharai","Eleutherobia imaharai","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11472.9667968909,11472.9667968909,0.0416589110946033,1,0.0416589110946033,0
"Truncatoflabellum angustum","Truncatoflabellum angustum","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11472.9667968909,11472.9667968909,0.0416589110946033,1,0.0416589110946033,0
"Euplexaura erecta","Euplexaura erecta","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11472.9667968909,11472.9667968909,0.0416589110946033,1,0.0416589110946033,0
"Coronephthya macrospiculata","Coronephthya macrospiculata","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11472.9667968909,11472.9667968909,0.0416589110946033,1,0.0416589110946033,0
"Chondrometra crosnieri","Chondrometra crosnieri","1.2",TRUE,1,1,0.0416666666666667,1,0.0416666666666667,0,11472.9667968909,11472.9667968909,0.0416589110946032,1,0.0416589110946032,0
"Cryptodendrum adhaesivum","Cryptodendrum adhaesivum","1.1",FALSE,5,7,0.0549450549450549,0.714285714285714,0.0392464678178964,0.0156985871271586,60911.9450816772,84114.8973637541,0.0565551843799478,0.724151690018287,0.040954532348035,0.0156006520319128
"Florometra mawsoni","Florometra mawsoni","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,8217.66712836826,8217.66712836826,0.0378106540729949,1,0.0378106540729949,0
"Myxilla (Myxilla) mollis","Myxilla (Myxilla) mollis","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,8217.66712836826,8217.66712836826,0.0378106540729949,1,0.0378106540729949,0
"Chondrocladia (Chondrocladia) nani","Chondrocladia (Chondrocladia) nani","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,8217.66712836826,8217.66712836826,0.0378106540729949,1,0.0378106540729949,0
"Neopodospongia carlinae","Neopodospongia carlinae","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,8056.18176580623,8056.18176580623,0.0370676369750393,1,0.0370676369750393,0
"Crella (Crella) tubifex","Crella (Crella) tubifex","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,8056.18176580623,8056.18176580623,0.0370676369750393,1,0.0370676369750393,0
"Haliclona (Gellius) flabelliformis","Haliclona (Gellius) flabelliformis","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,8056.18176580623,8056.18176580623,0.0370676369750393,1,0.0370676369750393,0
"Crella (Pytheas) crassa","Crella (Pytheas) crassa","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,8056.18176580623,8056.18176580623,0.0370676369750393,1,0.0370676369750393,0
"Semisuberites cribrosa","Semisuberites cribrosa","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,8056.18176580623,8056.18176580623,0.0370676369750393,1,0.0370676369750393,0
"Raspailia (Hymeraphiopsis) hentscheli","Raspailia (Hymeraphiopsis) hentscheli","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,7892.15648288506,7892.15648288506,0.0363129333426242,1,0.0363129333426242,0
"Lissodendoryx (Lissodendoryx) paucispinata","Lissodendoryx (Lissodendoryx) paucispinata","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,7892.15648288499,7892.15648288499,0.0363129333426239,1,0.0363129333426239,0
"Tedania (Tedaniopsis) vanhoeffeni","Tedania (Tedaniopsis) vanhoeffeni","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,7892.15648288499,7892.15648288499,0.0363129333426239,1,0.0363129333426239,0
"Esperiopsis pulchella","Esperiopsis pulchella","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,7892.15648288499,7892.15648288499,0.0363129333426239,1,0.0363129333426239,0
"Desmacella alba","Desmacella alba","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,7892.15648288499,7892.15648288499,0.0363129333426239,1,0.0363129333426239,0
"Lissodendoryx paucispinata","Lissodendoryx paucispinata","2.1",TRUE,1,1,0.037037037037037,1,0.037037037037037,0,7892.15648288499,7892.15648288499,0.0363129333426239,1,0.0363129333426239,0
"Sycozoa sigillinoides","Sycozoa sigillinoides","1.5",FALSE,2,4,0.0689655172413793,0.5,0.0344827586206897,0.0344827586206897,18822.6350666504,34435.4930052705,0.0662172785776726,0.546605650854761,0.0361947386547797,0.0300225399228929
"Cycloseris vaughani","Cycloseris vaughani","1.1",FALSE,5,8,0.0549450549450549,0.625,0.0343406593406593,0.0206043956043956,59637.3082428215,93104.5724556313,0.0553717166489092,0.640541132082868,0.0354678620676641,0.0199038545812451
"Epizoanthus karenae","Epizoanthus karenae","1.5",TRUE,1,1,0.0344827586206897,1,0.0344827586206897,0,10066.1956466975,10066.1956466975,0.0354124743424324,1,0.0354124743424324,0
"Galaxea lamarcki","Galaxea lamarcki","1.1",TRUE,3,3,0.032967032967033,1,0.032967032967033,0,36837.5603455843,36837.5603455843,0.034202733382728,1,0.034202733382728,0
"Atriolum irregulare","Atriolum irregulare","1.5",TRUE,1,1,0.0344827586206897,1,0.0344827586206897,0,9549.44462066843,9549.44462066843,0.0335945648667026,1,0.0335945648667026,0
"Didemnum spadix","Didemnum spadix","1.5",TRUE,1,1,0.0344827586206897,1,0.0344827586206897,0,9549.44462066843,9549.44462066843,0.0335945648667026,1,0.0335945648667026,0
"Stereocidaris leucacantha","Stereocidaris leucacantha","1.1",TRUE,3,3,0.032967032967033,1,0.032967032967033,0,36117.3293584853,36117.3293584853,0.0335340173169888,1,0.0335340173169888,0
"Paraminabea aldersladei","Paraminabea aldersladei","1.1",TRUE,3,3,0.032967032967033,1,0.032967032967033,0,35984.4846592046,35984.4846592046,0.0334106744086045,1,0.0334106744086045,0
"Ascidia challengeri","Ascidia challengeri","1.5",FALSE,2,4,0.0689655172413793,0.5,0.0344827586206897,0.0344827586206897,18258.60253131,35152.0839782905,0.0642330346401336,0.519417356381666,0.0333637530451502,0.0308692815949834
"Sphaerokodisis tenuis","Sphaerokodisis tenuis","1.5",TRUE,1,1,0.0344827586206897,1,0.0344827586206897,0,9412.7772109891,9412.7772109891,0.033113774376573,1,0.033113774376573,0
"Sarametra triserialis","Sarametra triserialis","1.1",TRUE,3,3,0.032967032967033,1,0.032967032967033,0,35345.5570259369,35345.5570259369,0.032817446429159,1,0.032817446429159,0
"Gyrophyllum sibogae","Gyrophyllum sibogae","1.5",TRUE,1,1,0.0344827586206897,1,0.0344827586206897,0,9273.19044598199,9273.19044598199,0.03262271371097,1,0.03262271371097,0
"Gorgonocephalus dolichodactylus","Gorgonocephalus dolichodactylus","1.5",TRUE,1,1,0.0344827586206897,1,0.0344827586206897,0,9273.19044598199,9273.19044598199,0.03262271371097,1,0.03262271371097,0
"Ascidia thompsoni","Ascidia thompsoni","1.5",TRUE,1,1,0.0344827586206897,1,0.0344827586206897,0,9273.19044598199,9273.19044598199,0.03262271371097,1,0.03262271371097,0
"Spirobranchus corrugatus","Spirobranchus corrugatus","1.1",TRUE,3,3,0.032967032967033,1,0.032967032967033,0,34976.4181135531,34976.4181135531,0.0324747103824989,1,0.0324747103824989,0
"Antedon parviflora","Antedon parviflora","1.1",TRUE,3,3,0.032967032967033,1,0.032967032967033,0,34498.1105682542,34498.1105682542,0.0320306140500237,1,0.0320306140500237,0
"Trissopathes tristicha","Trissopathes tristicha","1.23",FALSE,1,3,0.1,0.333333333333333,0.0333333333333333,0.0666666666666667,10187.7314485826,33760.6112984174,0.0999551247092217,0.30176383237054,0.03016284149733,0.0697922832118917
"Amphimedon lamellata","Amphimedon lamellata","1.2",FALSE,2,6,0.0833333333333333,0.333333333333333,0.0277777777777778,0.0555555555555556,23287.6641156676,70561.9847338577,0.0845586626519726,0.330031307984078,0.0279070060364149,0.0566516566155577
"Dendrilla cactos","Dendrilla cactos","1.5",FALSE,2,5,0.0689655172413793,0.4,0.0275862068965517,0.0413793103448276,20132.3912933952,52191.8807365038,0.0708249486848653,0.385737992371567,0.0273198735155192,0.0435050751693461
"Goniopora savignyi","Goniopora savignyi","1.1",FALSE,4,6,0.043956043956044,0.666666666666667,0.0293040293040293,0.0146520146520147,43087.5936672608,66016.3803219762,0.0400057295998781,0.652680341713878,0.0261109532657614,0.0138947763341167
"Axinyssa aplysinoides","Axinyssa aplysinoides","1.1",FALSE,3,4,0.032967032967033,0.75,0.0247252747252747,0.00824175824175824,36092.954151798,48346.6164601656,0.0335113855604976,0.74654560741673,0.0250177776886379,0.00849360787185967
"Hydroides externispina","Hydroides externispina","1.1",FALSE,3,4,0.032967032967033,0.75,0.0247252747252747,0.00824175824175824,35704.7163128415,47458.0728546002,0.033150916648595,0.752342313229445,0.0249408373170805,0.00821007933151451
